age,contract_type,monthly_income,credit_duration_months,loan_amount,loan_remaining,savings,assets_value,default
30,CDD,1091.3529504153794,8,15454.844883877046,10468.961817425528,2874.226199185354,20814.58506305641,1
49,CDI,1279.474948343924,11,14096.078180522545,7017.338896162386,8479.294885855315,16532.390559421452,1
24,CDI,3510.0672827417457,20,13467.152764330749,11446.538651888586,6541.0375250746065,46184.62845208954,0
39,Indépendant,2058.5134832860426,32,13793.281127967475,12035.608221562108,5596.3209510356855,37569.50431389078,0
45,Sans emploi,4546.5594285346015,15,15842.009784677368,4190.259076838399,5526.754410757669,21441.544607902055,1
19,CDI,2048.601921074089,14,13955.000196531339,8614.194553282965,10046.787032771172,38407.50357999322,0
59,CDI,2647.6410425576296,38,11797.352717462563,8570.015290304662,2809.8133422405526,26197.197813883842,0
62,CDD,3733.6879620543004,37,15872.296474183511,11398.477869802819,6245.76748510324,33517.360769678126,0
23,CDI,4104.874310527299,53,10818.559406373064,6224.566598202653,3414.111525199468,33446.45830778559,0
45,CDI,4149.202861309119,11,16612.334505008734,5608.958668894285,0.0,36304.00815719398,1
45,CDI,3466.6929844745137,46,13884.664822596293,8675.998641244614,0.0,34494.77885095119,1
61,Indépendant,3319.25002064917,41,18483.654546159218,12725.436893014292,1956.09087506986,36315.74476747363,0
61,CDD,2974.0215593609464,7,19945.371053477385,3202.4915383602647,3024.6705019631136,48837.12465728361,0
37,CDI,3122.68886093331,34,19943.402801723692,3900.7753866514886,11518.849248082592,39608.44129610286,0
47,CDI,2059.0514269371733,9,16590.52528026313,5917.980368117646,7095.165302918267,24946.473559110607,0
28,CDI,1845.4408932621543,6,17174.156103834226,6629.69171167379,7365.02906257826,28530.70881022238,0
45,CDD,2497.300434071238,24,13386.244869407823,937.6687902499407,3088.7644812489316,48452.558819956,0
42,CDI,2363.8523019800573,31,18388.19844241674,13992.781147660591,5183.981508558344,31686.33682422322,0
56,CDI,2137.4175605381797,30,18952.506803308617,7478.773634603552,11918.458954238646,24389.723739643505,0
50,Indépendant,3057.1099579653724,15,7163.35423237736,6879.581903280115,1356.746978667306,20532.92486804946,0
18,CDI,3264.244166856409,58,16891.73597803632,14490.55015214167,6368.716392101942,34095.571622493706,0
44,CDD,2570.725509033478,20,21840.649038544336,10871.17398049525,9833.887300730788,17177.147961816358,1
30,CDI,3682.0240648442095,27,13218.548526976077,5858.312490666605,7897.8292564167195,49271.93135751459,0
58,CDI,1586.648708693196,56,12127.265119330603,8658.431381232622,10404.6188417757,14432.724693643804,1
20,CDI,2345.0724325762253,53,12900.682694568402,7833.051470494085,5638.595769581386,52171.015882791326,0
56,Indépendant,1926.542143517756,26,7475.6200358543665,13793.403427717107,6810.359075561293,25721.545261913263,0
23,Indépendant,1006.7707063415521,27,15629.919772244553,7330.303193265628,5329.323160371118,13848.939695585163,1
25,Indépendant,2433.8554513258405,41,15149.827200486257,2231.761832567161,6600.036677418742,32837.636078480646,0
44,CDI,2402.601993293373,39,15985.134164386505,491.10357277881667,2254.3807630897313,15704.412626785663,1
26,CDD,3710.759794593705,35,17079.883106089008,13900.645389626752,7377.045226831046,30515.576415453903,0
54,CDI,3004.649347643822,30,11010.032989092617,4845.5412089494785,5882.744938301169,21336.847026010015,0
50,CDI,1680.650540536636,50,16365.99599511022,10680.84662253324,5187.978098763642,44176.09901803637,1
59,Indépendant,3983.274053067351,33,17215.993299578648,8287.053722860208,10239.174913447561,32051.24414906448,0
61,CDI,3476.8269564202824,6,12558.04134591484,6333.3808484869705,4203.843802685677,12172.487518881975,1
41,CDI,2965.6781627748924,54,17100.589991259865,6960.610331987497,8623.466103861298,21044.45189360992,0
32,CDI,2318.8127209201343,50,15403.533131933707,14333.51152611813,8921.835791299269,40574.20874389694,0
49,CDI,1732.4486106212162,9,11844.051152783099,2207.746285427501,7566.633153756389,49306.38155685713,1
49,CDI,2202.2345791431576,12,16413.943482418385,6454.179076976297,2104.700987790262,29320.877887984745,0
41,CDD,3370.9988957633486,54,13546.446283233903,11626.263042734805,6077.234892029465,14334.051571966444,0
58,CDI,4007.669044747687,14,18485.326370071936,2867.419966214976,10875.4229033945,45810.54466276332,0
29,Indépendant,3734.594822617751,41,13804.168099654811,13269.13123111034,0.0,40508.45512340062,1
56,Indépendant,2108.920462570981,24,8551.1720911747,11568.998863014502,4437.024517111397,49598.09376453824,0
19,CDI,1604.306053368791,6,16334.934927638255,9087.182740529348,8486.9255590046,34353.136776319596,1
20,CDI,2612.708997528963,15,16147.016239157172,5987.3723829029295,4654.038200637086,22191.046263046606,0
54,CDI,1085.2485075497186,41,9594.314436011693,2353.7353792641716,7429.663450921618,37753.32728093369,1
34,CDD,2758.534171347825,14,18752.68057717653,10828.183576536283,9227.573085797369,34894.93835162373,0
19,CDI,2381.917930961065,50,18491.104180677394,18994.57973793555,5696.018849446407,21376.894622309483,0
19,CDD,2127.1707985054063,51,10650.099037625458,8583.570143667432,6526.971562566621,32979.57875771109,0
45,CDI,1224.2375461865636,47,11701.868494700442,695.8183570723968,5275.612800740602,27074.611667669302,1
40,CDD,2910.8800852557733,37,14289.961934852367,9830.06596050699,5893.41764591095,41153.067674755206,0
54,CDI,2073.839328270471,37,11205.739344811811,11441.051885604782,11307.807304688813,37380.10365473152,0
49,CDI,1564.0665314317696,11,18201.985924558387,4328.5902724162515,4808.154521958058,14226.129100782153,1
50,Sans emploi,800.0,53,15744.85974663605,5417.952295642417,3940.537886163258,12713.661309585139,1
18,Indépendant,2477.988075959491,43,9532.214270558821,5010.487085014832,8125.262687059287,28652.832396396694,0
36,CDI,3917.801277335795,22,10887.64543575355,5874.544532545245,2471.233003274621,30492.289280689736,0
19,Indépendant,3829.007371638296,15,20938.59588583201,7311.347542887816,3155.835628204278,41414.6516113774,0
61,CDI,2134.3229947309824,55,22677.811889577075,4556.395566025989,3174.964118142133,37699.55865842834,0
43,Indépendant,2018.2303517105756,32,17693.644880262542,3056.6490345910997,4232.37643262588,51880.28464819114,0
49,Indépendant,2875.0194048600188,59,13943.623724248431,8697.501542700069,4363.401605389825,22992.098035868552,0
23,CDI,1701.2916486493668,55,12800.185437967117,7269.351840545197,7097.298768996521,22135.708958591895,1
49,CDI,2741.4335198555727,40,17748.497091555026,6255.032919532733,3972.915094223969,15602.789915324342,1
21,CDI,3112.864222707752,57,15379.602671297433,8332.758866886057,7218.390407705561,41241.1067216262,0
28,CDD,3481.546579107446,26,6949.642762928117,1919.2971777662233,7592.542114525348,30326.28276023941,0
34,CDD,2419.8767388160377,30,20159.339912674153,9052.81169198704,3039.4664020008786,2195.9472455753057,1
55,CDI,2337.0609998584273,33,21729.016336814344,6337.247198841749,7528.118056095353,33032.480665618394,0
41,CDI,1797.6139305947513,52,18686.26266471599,8957.957872451118,7800.255448874865,33989.55251725607,1
22,Indépendant,1838.4957167681118,20,9541.94402685896,9598.596421675871,0.0,27834.795858782345,1
51,Sans emploi,2318.8168864787785,9,11815.867751383303,12524.605113144711,5880.4428586219,34449.82279437627,1
23,CDD,2793.8924054529425,34,5711.400693211444,8411.817667955645,3480.7756750972594,11696.464511614191,0
39,CDI,3230.8677009865996,14,22980.24245697778,12266.875320217307,8909.194940997328,54615.47751150041,0
28,CDI,1857.456839455724,32,13216.30718370486,6712.347435479638,3450.181444179312,35703.891391138844,0
33,CDI,3694.1508551676175,31,26666.446608248913,6903.289946542307,981.5505340679906,3394.516753820666,1
50,Sans emploi,2283.101119165945,24,24776.15015453889,7636.287308705299,4910.549549993517,29911.543510048366,1
26,CDI,2482.906164521251,33,10482.867918155282,11096.499602712847,2309.0830877026465,36100.80299478172,0
23,CDD,1902.2306566817413,22,11458.661302984932,10523.836308091653,7548.755793613665,13306.01887615427,0
33,CDI,800.0,48,17330.951711735597,8540.287519447176,2574.162503354638,38004.45418520157,1
46,CDD,3207.2363170888398,46,6227.289480668649,3089.0586335819135,4947.480652435169,55213.884345129976,0
20,CDD,3089.4751176739464,47,12808.70441310719,10452.236703065304,9637.431281492492,20334.46409175706,0
37,Indépendant,2274.9379543054292,55,12309.204993966358,4554.381460868117,8295.58586664241,36426.58043804916,0
53,CDI,2553.5925737798975,25,24255.82970973354,4336.410424801121,6433.517609866847,33128.97898488295,0
36,CDI,2912.7513741632797,50,15805.089427522278,3446.0596402492683,4617.266862343176,44524.34999718572,0
43,CDI,1249.963314490766,45,13576.16511231402,7667.325156791859,6148.689368633265,28367.371430637864,1
20,Sans emploi,2076.757858122964,44,11842.576336573495,12846.89719388275,7066.951858175162,13999.250604571964,1
36,Indépendant,3135.4117436974616,54,19470.24798662397,4138.557822479144,2040.192910353534,43562.733704620594,0
37,CDD,1496.5684614646004,58,12516.445880347957,14714.303812696351,7554.011731771519,14891.091139197848,1
49,CDD,2734.846345733303,28,14748.5851281875,11639.24088981429,1694.9178423287576,57132.92066839417,0
24,CDD,1414.734556301276,52,11804.382387640178,2141.591746997503,6717.355805036829,38411.540235227505,1
58,CDI,2873.143985946821,37,7412.3143399230285,6468.899271286715,1679.3287863510768,21016.60895076952,0
50,Sans emploi,2471.486814162013,57,10019.82436148668,3838.9989320367795,10888.388730111841,46629.77418759387,1
57,CDI,1207.8945472755925,52,12490.141463176533,10659.821830942865,7290.024874811116,29862.164489536717,1
56,CDI,3431.791483565737,38,13683.725848681854,4047.346609318363,331.9241636421375,26678.916585089653,1
35,CDD,1912.3267385615607,51,13902.880370382463,1515.5220917752813,4997.220121309541,19786.959358533524,0
57,CDI,1851.798050388495,10,14555.40149740619,6697.0968930516465,3435.733867746093,1827.31500702244,1
18,CDI,2660.455357784754,48,12556.561849244954,12677.576294785033,3080.8192106559077,39065.88855550241,0
28,Indépendant,3418.9098795429722,53,21745.63174084203,7229.935104629787,5441.310579405254,5578.098572735893,1
45,CDI,1687.3425448172825,39,19739.92059928491,9593.775453426728,2216.018750994505,18100.585022229323,1
42,CDD,2549.3438798783773,45,14324.45366404581,9748.924390188164,7284.397294953308,36492.66830775416,0
40,CDI,2843.0532002644586,16,16271.291398704981,1950.8976290357014,7113.962260998026,22489.85397756728,0
48,CDI,3054.4844858105153,55,13139.558792735224,4402.503491381384,6054.274324825956,32357.27806186423,0
47,CDI,2641.1532442217804,8,1000.0,8025.856748790389,4941.486414377406,11794.570290755204,0
59,CDI,2206.3777287333423,38,15102.465064630125,5770.580065378446,6979.454857834947,24773.109402931477,0
52,Indépendant,1837.9278234810242,16,16528.07180625608,14817.81820157663,7374.156518233953,32450.78557437282,0
24,CDI,2568.9151064371,21,6936.691209798863,3086.7104196764394,6364.753210225043,15727.912260964174,0
33,CDD,1642.2887904115146,23,17497.055345973014,4362.959587068599,1064.3779304592867,55295.452166128816,1
43,CDI,800.0,35,13597.116610275954,9162.177037918984,2634.8416583929798,20438.64130678909,1
19,CDD,2849.2478433261344,53,16689.66860317331,5488.426648866843,4195.817235523663,50676.25182023858,0
18,Sans emploi,3223.1478728689563,15,13748.006763149571,0.0,572.6273064509078,27482.916828803,1
29,Indépendant,800.0,23,21254.772371134244,15738.724917655269,5672.00939999459,6472.866508779691,1
22,CDI,1692.21543623205,43,16131.144102920434,3702.7784550940514,9233.015621970851,12946.487871065208,1
54,CDI,2995.323408804158,24,20012.082293360036,10243.570890727224,8755.071100278778,32641.1893339707,0
49,CDI,4145.996375769359,41,20423.630710874724,2986.435315103381,7218.878432014624,45491.63628837636,0
26,CDD,2516.6349661403265,18,9402.221369557947,4547.86037166804,7183.135801614664,56546.65698938044,0
58,CDI,1917.5976470166925,51,11304.915649894261,1508.2679892750475,11645.886592890143,31923.28092889942,0
